rainfall_1h,rainfall_3h,rainfall_6h,soil_moisture,slope,elevation,river_level,temperature,flood
15.64,25.14,28.86,28.41,13.32,28.91,3.1,23.86,1
6.17,38.23,57.01,49.53,4.08,67.99,3.29,33.24,0
4.65,28.28,89.66,22.52,23.8,30.11,3.31,27.39,1
13.73,64.41,87.05,28.26,11.2,117.99,4.05,34.34,1
12.18,48.73,54.53,48.15,6.81,129.37,3.0,29.34,0
19.76,22.02,55.63,34.58,17.59,59.59,3.03,27.34,0
0.0,26.57,38.63,21.47,1.74,55.32,3.42,29.85,0
20.5,58.92,124.23,49.62,2.78,94.46,6.14,24.53,1
7.88,13.52,23.51,27.99,1.65,74.22,1.97,28.57,0
0.0,18.93,44.01,26.73,28.49,99.95,3.33,20.29,0
2.12,8.65,18.21,19.44,3.56,18.46,0.79,20.43,0
6.37,29.0,64.67,31.97,3.55,85.29,2.5,20.99,0
2.01,15.77,41.69,11.6,4.53,33.88,1.19,29.6,0
3.77,20.67,78.65,32.52,3.33,71.86,4.17,29.46,0
1.33,39.78,88.93,48.41,2.86,99.47,3.41,28.18,1
59.76,70.71,92.16,45.57,9.55,84.82,3.98,28.51,1
11.15,23.61,45.47,28.32,4.51,16.16,2.32,22.36,0
5.32,18.61,44.15,19.63,3.76,40.62,1.79,38.28,0
0.0,20.76,54.29,28.74,7.45,89.06,0.2,25.89,0
9.55,20.73,149.3,27.72,1.77,43.64,5.91,17.51,0
0.0,7.85,51.8,36.88,4.18,39.4,3.3,22.27,0
0.0,32.56,55.71,38.43,8.48,166.69,3.1,28.73,0
3.93,16.32,21.42,35.16,2.82,34.12,0.2,28.99,0
5.4,20.69,24.92,38.06,10.0,133.71,1.99,34.35,0
10.85,39.0,42.68,38.84,20.48,20.4,3.14,29.34,1
4.39,14.3,74.04,37.26,0.98,58.33,2.96,26.21,0
11.92,16.05,32.46,25.43,10.52,40.5,2.05,29.69,0
2.01,49.44,113.85,37.98,11.29,147.83,4.24,37.21,1
4.41,27.78,47.8,31.72,11.06,67.37,3.84,31.77,0
20.52,37.28,52.53,39.9,10.1,89.84,2.17,29.62,1
12.53,30.68,75.98,28.27,3.13,22.14,2.73,21.04,0
4.84,59.58,62.85,37.07,4.72,166.59,2.93,27.57,0
7.52,36.0,118.19,34.48,7.84,64.35,4.7,30.62,1
4.44,4.89,14.65,31.2,1.94,126.54,0.42,22.78,0
0.0,16.48,42.26,25.13,13.35,24.75,4.3,39.28,0
27.54,45.76,64.5,52.09,25.2,170.86,6.18,32.73,0
0.18,17.01,62.7,31.85,19.66,52.68,3.96,23.34,0
2.4,4.15,22.14,30.19,6.94,59.03,3.67,16.2,0
51.55,56.84,121.63,32.69,3.9,209.84,2.7,23.86,1
0.0,2.5,59.42,38.85,1.35,101.87,4.36,23.39,0
4.03,65.12,106.45,51.03,10.42,47.91,2.45,22.83,1
21.84,38.93,47.55,24.77,5.86,22.59,2.18,18.06,0
9.39,28.95,32.24,29.09,8.49,109.96,3.15,22.57,0
19.99,34.18,67.71,27.01,0.97,21.29,3.9,27.01,1
3.35,10.23,51.04,31.18,5.36,59.21,3.32,22.47,0
18.28,26.12,52.33,41.39,2.38,11.68,0.96,24.06,0
4.67,65.98,92.35,57.82,7.67,22.19,4.98,23.55,1
2.65,17.19,93.78,46.57,8.6,142.69,4.9,28.29,0
2.16,11.87,20.54,17.0,10.69,198.95,0.2,32.07,0
11.66,48.54,78.57,36.57,4.44,259.4,3.34,19.56,1
11.51,24.06,71.02,43.0,13.25,86.5,1.83,36.29,1
4.89,9.17,92.17,11.97,7.16,49.81,2.95,20.95,0
8.85,15.56,29.59,32.53,10.29,31.09,1.72,36.98,0
0.0,36.62,66.0,37.09,6.5,36.52,1.73,32.49,0
3.45,13.77,36.38,49.99,4.41,57.85,3.11,22.67,0
0.0,21.05,56.25,33.99,10.38,17.79,2.77,16.61,0
0.0,14.47,63.63,48.52,6.33,87.28,4.84,29.62,0
7.84,37.81,73.06,34.4,15.33,116.18,3.15,34.35,0
5.3,18.0,32.32,36.18,2.7,14.96,1.57,32.94,0
2.02,9.98,39.38,34.32,4.12,94.44,1.48,39.76,0
3.13,9.67,38.47,46.49,5.29,40.71,3.83,29.92,0
8.7,40.93,48.63,45.4,13.29,68.91,3.27,24.25,0
11.93,21.66,193.91,51.96,9.68,156.51,7.49,39.4,1
9.86,29.94,47.76,18.8,8.93,160.28,3.68,32.11,0
0.49,41.63,88.96,47.13,5.39,102.0,4.33,34.65,0
24.65,41.53,44.09,47.51,12.0,79.78,3.84,29.6,1
2.93,25.92,45.48,18.52,7.21,15.31,2.14,35.95,0
0.0,9.94,19.79,44.04,3.69,65.61,3.1,30.33,0
2.87,15.52,32.2,22.65,8.74,36.63,1.68,29.6,0
0.0,41.92,50.21,45.44,5.36,37.67,1.22,19.07,0
0.0,29.67,70.44,35.94,3.8,93.28,1.3,33.34,0
2.44,16.45,28.43,41.02,2.63,74.13,2.84,32.12,0
1.58,18.64,57.85,38.09,9.58,29.29,4.2,25.76,0
2.39,15.84,30.2,39.6,15.44,84.42,2.73,36.96,0
9.04,36.07,51.56,30.26,5.02,27.84,1.29,20.59,1
15.34,24.76,62.89,22.84,11.24,285.07,3.37,17.78,0
5.82,32.81,41.93,41.57,1.93,107.73,0.77,34.37,0
16.2,69.43,97.86,50.78,15.71,50.78,2.59,33.35,1
1.69,20.3,33.64,26.91,9.6,21.92,0.54,22.66,0
18.5,23.18,53.87,37.54,9.94,25.61,2.67,17.92,0
5.95,20.9,76.97,32.34,7.63,54.64,5.87,30.36,0
13.99,64.03,114.77,30.71,2.84,42.7,3.2,28.92,1
1.78,18.76,27.25,32.74,17.05,90.56,3.96,22.66,0
5.57,11.53,13.68,33.02,23.76,8.23,2.91,28.03,0
37.08,51.45,107.22,38.77,7.89,33.95,5.06,30.4,1
5.51,49.85,105.36,53.64,6.61,532.54,5.57,22.42,1
15.2,24.66,58.12,27.15,5.94,314.62,4.04,35.09,0
17.2,62.14,92.88,50.9,6.81,97.7,6.15,31.0,1
10.78,24.19,25.94,19.16,5.41,135.18,0.3,35.35,0
13.04,93.14,112.23,47.26,4.15,77.58,4.09,29.53,1
1.8,12.18,57.7,35.24,6.43,6.61,3.94,19.46,0
0.38,7.74,13.73,36.16,5.86,121.78,1.49,19.4,0
0.0,0.68,18.09,31.65,11.22,245.28,2.74,12.0,0
8.53,23.95,44.76,36.12,5.79,59.52,2.41,19.65,1
5.27,18.4,71.99,36.37,12.48,30.26,3.23,23.73,0
7.81,57.56,75.49,42.17,7.89,79.85,5.46,17.66,0
0.0,32.88,80.7,26.74,11.26,71.41,2.85,28.96,0
0.94,44.36,96.65,19.29,4.78,155.85,4.63,29.63,0
14.77,51.29,77.03,55.24,22.2,84.74,3.91,29.72,1
6.55,22.48,95.78,25.33,2.81,61.92,2.63,17.99,0
6.01,179.07,200.32,73.27,4.6,237.18,6.16,26.12,1
3.4,18.16,61.66,28.44,9.47,127.75,4.73,24.48,0
0.59,23.52,61.81,48.44,6.21,44.39,5.3,35.04,0
22.3,83.83,104.71,54.52,5.87,23.58,4.37,24.54,1
5.61,39.32,90.73,38.5,10.48,73.55,2.67,32.57,0
4.07,22.69,99.68,40.01,10.7,142.07,4.06,27.47,0
23.86,50.05,66.42,29.55,2.53,55.67,4.14,23.54,1
1.06,10.4,98.93,41.23,11.05,99.4,6.13,27.97,0
2.11,14.0,30.46,32.94,10.35,28.97,0.51,20.93,0
14.05,36.92,75.67,56.48,9.02,61.84,5.65,30.0,1
2.03,8.03,35.91,14.51,10.91,79.44,2.76,29.01,0
5.15,13.76,21.35,27.16,12.64,44.95,1.55,32.85,0
0.0,1.98,31.23,36.77,3.77,60.4,2.55,33.85,0
22.81,39.32,70.07,24.57,6.73,39.17,4.77,36.72,1
12.81,31.37,84.17,49.05,13.8,97.98,3.83,21.9,1
17.82,55.54,78.97,49.21,5.43,32.63,4.17,28.15,1
0.08,7.34,46.99,40.24,9.89,13.88,1.4,34.93,0
27.58,39.56,55.07,30.18,3.01,71.64,2.67,27.2,0
4.44,35.09,48.94,40.85,4.57,24.07,3.16,20.61,0
19.38,54.42,79.9,36.59,16.78,32.66,4.28,26.01,0
8.24,42.02,62.47,31.63,6.98,47.99,2.8,26.55,0
13.46,21.36,42.11,39.09,8.59,14.4,2.59,29.69,0
9.05,11.68,35.87,26.42,9.09,21.35,2.02,25.54,0
1.99,20.21,31.94,38.63,6.39,109.97,2.53,32.38,0
0.0,16.0,70.16,44.6,7.11,37.53,2.84,24.65,0
20.86,40.17,118.32,54.02,9.16,313.62,4.1,21.69,1
15.09,37.21,71.98,29.96,2.86,90.3,4.42,35.87,0
20.84,46.02,47.55,38.05,4.29,134.98,3.83,22.66,1
0.0,25.39,86.51,36.37,10.96,78.35,6.16,27.23,0
2.27,14.51,20.75,47.54,11.54,35.04,2.45,27.93,0
0.0,14.05,23.74,17.11,2.87,65.96,2.15,26.29,0
1.27,11.76,53.9,35.07,8.47,45.09,3.83,25.23,0
17.53,48.9,81.2,37.38,6.15,238.66,2.0,26.98,0
13.3,19.19,84.54,38.96,8.36,27.44,3.35,25.63,0
11.43,69.94,80.39,26.48,4.92,57.33,2.44,24.08,1
2.31,18.67,88.16,32.45,5.78,56.25,3.47,21.31,1
0.0,16.21,24.61,16.57,7.8,117.0,2.86,32.68,0
3.4,17.16,35.14,17.91,13.46,115.73,0.62,31.09,0
0.0,32.17,60.05,31.65,8.9,141.76,3.74,25.73,0
15.26,32.92,68.94,57.11,5.63,53.47,4.52,25.53,1
28.38,39.42,97.95,48.66,5.09,452.37,2.3,25.76,1
8.16,39.14,82.39,32.44,23.23,335.49,2.62,23.6,1
0.0,9.27,21.49,27.19,15.03,23.7,3.2,39.3,0
21.61,54.32,104.24,31.34,7.11,16.69,6.22,27.99,1
6.02,9.65,30.53,6.1,7.17,54.77,1.5,27.59,0
4.9,48.62,51.41,33.71,9.94,85.0,2.77,24.82,0
10.36,19.25,49.72,31.08,6.76,117.99,2.17,28.31,0
0.0,4.97,43.06,30.33,3.58,158.27,0.82,21.81,0
2.4,15.39,51.43,29.39,1.29,59.29,5.13,31.27,0
4.38,15.8,52.84,29.11,2.04,66.81,2.14,33.52,0
7.29,29.56,56.67,38.65,6.61,18.2,3.19,22.37,0
8.29,12.97,23.82,18.95,8.74,34.2,0.96,33.01,0
10.34,32.08,88.31,39.98,5.4,77.55,1.66,27.23,0
1.39,14.25,44.42,16.59,4.98,61.32,3.04,15.48,0
0.0,17.59,44.04,49.3,1.28,27.01,1.98,26.73,0
3.33,9.19,45.6,39.21,6.07,57.76,3.52,23.11,0
4.15,20.81,44.32,26.27,7.47,88.82,3.11,33.2,0
0.0,9.04,57.0,31.04,7.66,32.02,3.9,32.19,0
1.15,4.12,74.13,44.05,5.24,72.69,4.79,20.47,0
6.43,33.38,40.35,39.89,11.19,48.69,2.87,26.32,0
1.85,9.4,13.89,22.35,11.22,173.32,2.21,35.77,0
6.07,27.88,42.69,26.9,2.12,130.52,3.05,22.16,0
1.64,9.3,18.55,22.59,8.58,5.96,1.26,22.8,0
11.25,27.5,59.02,41.04,1.72,117.68,3.13,35.07,0
0.0,73.91,156.91,47.66,6.27,46.81,7.04,27.86,1
4.99,41.78,127.14,50.22,11.29,33.73,4.54,25.1,1
5.38,59.55,76.79,40.85,8.37,46.58,2.82,29.23,0
14.65,52.99,63.66,31.48,2.82,62.3,3.18,26.69,1
2.7,18.55,36.44,19.0,6.92,70.57,1.15,30.44,0
28.01,60.19,101.72,50.79,4.76,57.45,3.6,25.28,1
27.04,41.2,52.17,34.63,9.38,30.78,2.07,26.43,1
0.09,4.72,10.26,28.42,16.48,62.77,1.47,29.7,0
4.77,24.72,42.35,31.65,22.09,83.03,3.92,22.58,0
0.0,3.27,29.22,18.54,7.62,79.33,1.77,31.37,0
9.42,23.14,49.68,29.35,2.49,123.37,3.97,33.44,0
1.78,42.59,55.41,36.3,6.24,138.58,4.77,26.11,0
5.9,41.08,47.65,27.9,10.58,513.13,2.5,24.48,0
3.17,17.05,47.94,36.04,3.04,50.0,4.13,25.83,0
57.96,111.95,141.41,46.49,6.25,320.13,6.44,36.61,1
3.91,28.17,39.97,19.01,7.41,209.88,1.52,30.05,0
3.32,31.46,64.85,18.81,15.26,33.02,1.8,23.67,0
15.67,27.07,55.1,37.46,2.8,42.79,4.5,29.57,0
18.05,49.54,81.01,30.8,2.14,26.87,3.77,25.22,1
7.18,21.9,48.75,30.17,4.21,27.9,3.65,33.26,0
18.56,25.15,37.63,23.5,3.36,53.99,4.09,31.6,1
50.14,74.57,144.91,57.52,6.93,16.55,5.41,24.47,1
2.85,19.62,54.94,21.6,15.33,12.67,2.76,21.81,0
0.0,15.81,26.36,37.46,2.49,76.38,0.51,25.53,0
8.55,34.69,77.76,24.78,3.28,35.27,3.76,21.12,0
16.86,20.24,73.71,41.93,2.52,196.46,5.11,31.44,0
25.96,35.55,83.98,37.01,9.6,26.04,4.33,29.22,1
10.54,32.63,59.99,35.4,14.18,52.18,2.16,25.77,1
5.19,11.15,33.65,32.95,7.2,17.21,2.49,39.4,0
0.58,8.73,29.97,28.22,5.34,88.92,2.57,22.56,0
20.95,52.36,87.96,45.22,3.46,21.21,4.22,33.85,1
7.68,12.38,73.05,32.84,17.35,95.16,5.4,27.7,0
0.0,36.7,98.77,29.93,16.87,39.52,3.47,32.44,0
37.01,63.59,70.36,32.0,11.98,208.81,2.71,34.81,1
0.0,28.65,43.28,28.06,6.27,90.24,3.01,29.31,0
17.18,22.56,27.41,31.45,10.88,187.4,3.89,32.56,0
6.88,44.65,79.11,27.39,8.65,26.8,5.79,17.23,0
0.0,19.42,89.72,47.68,3.1,120.89,4.61,22.41,0
4.29,59.05,78.9,49.53,15.51,35.55,3.49,38.05,0
2.87,29.93,76.27,34.56,6.0,135.13,2.64,22.68,0
0.0,15.63,18.83,33.09,8.19,288.99,1.08,27.41,0
9.39,13.1,44.38,50.97,13.11,67.65,4.93,19.24,0
14.79,37.62,63.46,36.62,2.92,73.27,4.81,32.27,0
4.8,39.06,87.81,27.71,3.07,54.88,2.23,32.41,0
2.71,33.76,40.13,28.46,15.17,19.67,3.34,27.29,0
10.27,16.58,44.72,26.31,14.48,22.86,2.14,18.65,0
2.08,55.16,139.09,49.29,7.09,53.83,6.48,22.94,1
2.48,12.39,23.65,39.55,5.9,20.67,2.58,26.18,0
5.05,41.27,50.98,17.16,2.25,123.55,1.69,28.7,0
0.0,7.37,59.45,46.58,15.77,131.67,4.79,32.31,0
0.0,7.3,64.37,37.57,7.56,197.91,3.21,30.62,0
0.0,7.75,48.27,39.06,4.52,49.52,4.07,37.55,0
9.21,17.1,136.1,50.66,1.23,66.0,4.42,30.38,1
2.38,6.87,33.44,24.67,11.57,204.4,2.13,26.19,0
0.0,6.21,47.46,36.93,21.12,37.22,0.56,23.35,0
32.09,33.23,72.45,45.81,7.1,53.34,2.31,26.85,1
2.7,4.82,23.71,39.84,5.16,41.03,1.7,29.59,0
5.1,67.55,82.62,48.27,20.27,32.65,1.85,20.91,0
20.64,42.02,66.29,31.17,3.66,45.0,5.4,36.22,1
6.28,22.49,38.43,43.09,28.27,42.33,2.93,29.0,0
10.15,31.27,58.52,43.89,16.3,49.69,3.02,29.49,0
0.4,11.51,58.89,42.76,10.09,107.88,2.92,35.17,0
5.53,20.89,28.3,18.91,4.51,37.33,2.38,29.45,0
28.51,40.61,49.44,28.16,4.44,64.03,3.44,19.06,0
8.67,33.34,53.32,34.84,18.28,207.07,4.88,28.6,0
7.17,40.21,63.5,42.9,4.06,183.7,4.09,37.51,0
3.29,11.66,23.24,15.72,16.13,25.81,1.88,24.84,0
0.0,6.02,46.76,22.28,1.91,29.56,2.54,20.81,0
18.52,28.6,38.78,32.19,4.16,58.37,3.53,25.44,1
4.49,13.15,18.18,18.33,12.83,41.09,1.23,30.69,0
0.93,25.94,58.25,30.94,18.33,44.39,2.25,34.55,0
7.67,24.13,61.14,33.79,5.96,89.88,3.23,43.0,0
0.0,6.78,39.4,13.15,5.7,157.45,3.42,27.73,0
18.68,20.7,28.86,31.68,17.44,16.79,1.56,32.22,0
1.17,29.64,33.9,28.81,1.84,58.52,3.24,37.03,0
5.71,14.11,102.86,27.49,5.58,108.96,2.91,33.32,0
8.46,20.28,54.33,28.27,2.53,31.22,1.06,32.31,0
7.27,29.84,107.08,48.95,5.56,59.97,6.65,26.91,1
14.84,37.81,51.73,29.95,8.39,47.92,1.89,21.65,0
1.58,33.42,100.59,40.95,4.46,23.57,5.58,30.2,0
5.15,43.78,112.21,45.18,6.34,6.68,5.42,22.74,0
10.81,18.56,64.66,18.15,8.1,60.24,4.96,28.7,0
26.05,54.58,76.12,49.73,2.48,43.64,2.2,37.42,1
13.74,48.49,60.14,38.5,4.31,41.74,1.85,42.29,0
16.59,50.31,87.78,42.55,14.86,22.74,3.57,43.0,1
2.85,21.87,31.03,35.53,2.43,111.16,0.2,37.12,0
8.66,48.55,65.02,34.44,2.93,39.72,2.64,32.11,1
22.62,94.46,126.87,44.93,9.43,31.42,6.19,23.41,1
4.76,20.55,92.42,60.1,4.88,64.67,5.32,18.52,0
8.73,16.99,88.86,26.08,5.33,100.51,3.24,30.77,0
0.0,19.87,87.5,44.36,9.85,68.7,2.63,25.55,0
12.04,23.15,97.22,31.03,1.35,113.05,1.94,26.08,0
7.06,16.97,36.72,43.29,2.69,66.87,2.32,26.24,0
11.16,66.9,82.37,38.83,9.73,307.77,4.56,30.08,0
2.99,15.5,19.45,15.36,3.0,127.62,1.94,26.15,0
0.0,12.1,54.0,38.3,30.53,60.77,3.62,34.87,0
12.68,22.73,40.5,40.95,11.0,34.0,4.13,33.76,0
0.89,22.9,42.93,34.85,18.27,22.64,2.36,33.19,0
0.0,26.61,45.59,40.16,7.73,65.14,2.47,25.02,0
6.42,50.54,74.79,49.73,5.51,43.58,4.16,27.4,1
29.21,35.15,64.5,42.35,4.06,115.31,4.55,20.71,1
0.32,43.49,75.49,33.15,8.19,35.06,1.52,23.79,0
1.05,8.33,24.62,41.11,6.34,70.34,2.16,27.13,0
13.38,19.15,23.65,32.94,15.36,56.45,2.32,29.13,0
3.57,17.82,44.67,27.7,5.13,62.8,1.09,21.3,0
12.63,19.09,89.81,43.31,12.49,65.19,5.51,30.22,0
3.23,25.34,55.41,37.48,1.91,110.13,2.75,30.4,0
2.28,12.01,55.75,35.12,1.76,69.06,1.61,24.24,0
0.49,32.61,49.56,20.89,6.7,44.57,3.08,28.22,1
7.92,32.88,97.63,51.35,4.89,22.2,4.25,25.28,0
0.47,27.32,46.29,39.18,2.34,105.18,1.82,26.54,0
1.96,22.53,40.47,26.15,3.22,39.58,3.11,31.91,0
18.39,38.25,74.1,41.42,23.97,49.42,1.73,29.44,1
40.99,49.99,98.17,43.76,11.42,43.19,3.93,23.28,1
9.23,19.33,39.3,17.28,3.49,26.64,2.19,30.48,0
19.1,29.6,63.74,34.49,1.51,30.69,2.96,39.64,0
2.59,32.92,158.43,53.25,10.78,54.76,7.39,16.04,1
3.38,25.28,53.79,48.5,12.2,44.14,4.91,41.41,0
6.85,17.27,27.15,30.21,5.53,28.65,4.36,31.69,0
0.95,17.72,27.01,44.64,8.2,91.1,1.36,25.22,0
2.2,44.43,98.15,38.32,2.12,124.19,3.14,32.79,0
12.16,12.21,22.54,26.74,11.1,77.55,0.84,26.25,0
5.34,20.41,44.56,17.42,9.6,67.16,2.41,25.62,0
4.06,21.29,33.15,29.88,3.18,9.23,1.05,34.68,0
3.73,13.49,22.87,25.23,23.2,40.41,2.15,27.06,0
0.0,3.73,63.73,30.3,3.19,109.4,1.19,34.57,0
6.5,15.6,18.6,23.4,22.96,55.7,0.23,35.11,0
0.95,8.54,71.48,27.95,3.69,75.47,2.94,35.95,0
0.0,17.62,40.15,23.38,6.71,112.9,2.46,26.16,0
0.0,8.14,36.45,31.03,6.55,131.78,0.37,22.82,0
3.86,20.66,58.51,40.05,6.87,89.62,3.54,29.03,0
11.08,60.96,78.2,49.97,3.76,166.24,5.9,26.17,0
14.54,20.57,42.82,35.35,7.45,38.23,5.68,18.83,1
0.0,34.33,69.61,22.0,6.4,64.2,3.23,15.38,0
9.84,23.81,110.15,45.47,3.68,51.2,4.06,28.17,1
30.82,31.98,65.18,47.44,1.71,22.19,3.84,25.31,1
15.32,47.78,120.69,46.92,10.76,46.93,5.99,23.76,1
6.16,38.06,76.47,48.3,2.01,56.99,4.68,23.35,1
6.89,12.81,85.34,35.76,3.94,71.41,5.8,31.07,0
5.91,28.16,34.24,25.36,13.05,109.88,1.83,22.19,0
1.83,15.34,27.33,24.64,9.22,26.4,1.7,12.0,0
16.09,35.09,57.99,39.01,6.03,353.82,3.14,26.99,0
0.0,8.84,29.59,21.61,10.84,24.25,0.2,16.73,0
6.62,13.2,46.41,29.79,3.69,63.92,2.0,25.02,0
17.62,22.83,39.0,34.82,10.95,43.86,2.04,28.85,0
6.26,45.43,72.94,48.8,11.9,19.61,3.17,28.03,0
0.0,6.06,26.52,21.75,4.29,96.71,2.36,26.03,0
23.78,45.77,74.71,49.81,3.73,66.45,4.92,22.37,1
4.38,10.6,25.79,42.59,0.47,120.45,4.5,28.94,0
0.0,72.61,100.22,31.5,6.57,15.23,3.01,34.77,1
33.31,39.36,67.48,31.58,0.85,19.21,3.48,39.24,1
3.24,9.1,20.72,23.27,8.01,45.63,1.66,32.71,0
0.55,44.14,48.46,23.86,17.73,145.2,2.72,29.17,0
7.08,19.63,65.6,37.83,13.97,73.76,2.98,25.18,0
0.0,4.56,80.36,45.68,14.59,38.82,3.26,36.49,0
1.83,16.65,35.15,31.3,6.64,72.58,2.02,19.99,0
21.22,28.33,78.13,37.06,17.14,114.99,2.84,27.45,1
3.39,84.97,111.14,57.27,4.11,72.37,5.25,30.87,1
9.17,11.43,52.26,28.78,4.86,55.25,3.31,28.96,0
22.14,48.19,95.92,41.61,5.64,42.68,2.18,35.76,1
3.2,47.93,104.33,40.84,16.9,46.79,3.09,26.87,0
0.4,29.05,56.59,27.73,6.42,46.55,2.92,19.01,0
11.31,19.79,28.2,22.46,8.16,126.12,1.15,25.32,0
0.0,35.52,56.68,36.97,1.43,19.95,2.23,35.14,0
0.03,17.97,66.37,50.14,10.95,70.13,4.82,34.39,0
20.64,45.81,72.95,40.74,6.28,85.88,3.83,21.56,1
5.61,35.07,38.51,22.07,0.8,54.99,3.2,24.45,0
11.8,17.49,78.7,31.38,12.69,119.45,2.44,23.39,0
0.24,24.21,41.19,33.4,6.19,64.95,4.18,21.36,0
8.73,36.73,46.53,26.6,7.29,87.45,1.67,23.44,0
9.11,24.17,29.54,32.77,7.73,50.14,0.2,32.28,0
33.16,41.54,123.81,49.79,3.89,239.02,5.0,30.47,1
10.69,24.83,52.32,30.21,10.57,22.89,2.69,32.55,0
14.5,69.23,92.35,19.94,12.74,23.81,2.42,24.32,1
6.27,28.25,59.03,34.13,2.06,17.22,3.24,28.29,0
7.79,24.07,40.83,40.52,23.96,212.05,2.09,29.94,0
3.81,9.72,11.76,30.61,6.08,119.67,3.04,34.47,0
3.49,38.51,103.46,55.65,17.32,133.73,3.86,25.56,0
2.05,25.82,35.8,37.72,21.03,13.4,2.38,27.83,0
3.48,14.37,59.93,30.19,4.15,156.29,1.09,22.72,0
1.14,10.33,18.65,23.03,6.84,63.71,2.87,23.72,0
13.07,18.05,63.77,32.82,8.93,43.34,4.03,27.95,0
0.0,24.57,25.82,25.63,18.59,70.77,1.8,30.55,0
29.36,31.42,61.41,36.65,11.7,100.24,2.04,39.85,0
11.89,37.2,111.5,32.52,14.39,8.0,3.42,26.88,1
16.98,19.26,52.94,26.92,4.06,86.69,2.67,19.56,0
0.0,13.18,20.02,25.43,1.02,114.91,1.22,30.96,0
1.7,37.56,63.62,35.36,16.23,28.58,3.28,27.82,0
5.93,7.48,9.12,33.61,14.2,190.18,2.24,34.22,0
5.13,47.24,61.5,30.78,6.94,54.79,4.12,32.73,0
11.93,20.9,91.14,20.42,7.47,25.83,2.92,31.17,0
5.16,19.15,51.21,42.15,8.66,131.69,2.01,21.22,0
30.79,39.79,70.06,33.86,4.91,205.66,3.27,23.92,1
0.03,10.05,74.85,34.98,9.79,45.25,3.62,27.06,0
0.0,6.64,23.34,35.68,12.97,68.59,0.5,31.27,0
1.48,34.86,55.5,43.78,10.37,323.25,2.02,30.11,0
3.5,30.64,46.64,36.23,16.88,38.53,3.34,30.56,0
18.51,24.49,36.48,31.06,5.76,23.65,1.06,22.78,0
8.44,30.66,45.14,30.0,13.93,23.44,3.51,32.11,0
4.11,22.68,62.3,25.73,2.28,9.12,5.04,31.31,0
2.26,13.62,56.75,36.41,23.97,15.29,3.16,34.95,0
4.32,27.66,33.1,19.73,4.99,76.16,1.82,31.25,0
3.5,17.1,86.36,38.48,11.8,192.1,5.31,19.75,0
26.84,57.12,114.67,60.46,26.8,155.09,4.8,18.65,1
15.81,22.72,46.5,19.73,7.83,70.34,2.9,23.46,1
1.72,29.73,47.03,36.32,1.73,75.57,2.27,38.12,0
5.01,7.04,30.03,26.26,6.56,182.57,5.15,39.3,0
2.99,20.34,46.97,25.67,5.99,15.86,1.4,22.94,0
0.0,15.56,29.08,25.31,6.22,55.94,2.17,27.2,0
1.95,9.19,23.23,29.71,6.37,29.17,0.8,26.74,0
2.02,25.9,36.1,51.61,16.01,50.04,3.09,26.67,0
0.97,26.54,161.59,58.26,3.06,11.78,6.9,25.95,0
1.8,10.65,30.14,35.44,6.1,123.56,1.39,35.76,0
3.1,14.46,111.79,38.19,3.3,99.32,3.11,23.71,0
9.31,29.91,47.55,23.09,4.48,198.92,1.25,25.36,0
1.31,4.08,21.46,21.78,13.36,49.66,2.09,27.74,0
21.3,30.57,49.23,44.09,6.7,89.04,3.68,29.66,0
0.0,9.93,45.11,27.63,4.87,125.24,2.98,22.73,0
17.91,30.04,73.34,38.96,7.73,16.48,3.72,23.45,1
7.58,36.49,100.33,41.48,7.53,59.5,4.49,28.54,0
0.0,27.53,46.84,33.85,8.36,86.27,3.58,28.97,0
2.95,9.59,54.97,32.87,3.83,17.39,3.26,33.75,0
27.78,44.51,56.07,38.57,10.47,75.98,2.62,29.41,1
28.51,48.31,119.89,37.6,9.12,63.03,4.66,40.2,1
9.63,32.47,40.57,37.25,12.13,106.91,2.5,24.41,0
7.75,12.43,21.53,46.7,12.37,130.08,1.46,31.5,0
8.97,10.01,35.09,31.0,2.27,41.89,1.86,29.41,0
2.8,63.09,95.93,37.47,19.53,50.3,2.5,19.75,0
2.88,10.75,29.48,28.41,10.09,27.16,1.97,27.77,0
3.77,18.34,47.0,39.42,12.5,76.29,2.69,29.02,0
31.14,51.37,78.55,26.86,19.73,29.06,3.73,17.42,1
8.42,22.54,37.44,42.1,1.74,48.25,1.16,32.26,0
14.97,29.99,67.76,36.94,5.68,200.34,1.95,33.25,0
7.89,27.38,61.74,38.27,2.22,43.88,4.22,30.39,0
27.34,34.66,76.83,36.51,7.84,53.8,4.74,21.56,0
1.03,8.49,80.53,37.99,1.37,49.93,2.5,31.25,0
0.0,7.89,95.81,32.29,7.56,47.26,3.64,32.35,0
0.0,21.65,60.92,26.68,8.46,33.21,1.63,32.83,0
2.41,28.26,56.46,22.89,2.95,7.22,4.05,31.34,0
2.4,8.96,51.41,20.55,7.1,29.03,3.14,27.66,0
0.0,7.27,44.06,43.2,16.41,11.78,2.88,32.32,0
3.42,27.19,33.31,29.02,9.61,146.07,1.62,24.67,0
8.77,37.75,43.18,35.39,1.81,19.68,3.86,21.59,0
7.74,39.52,85.31,42.33,11.95,26.63,4.36,28.26,0
0.2,8.4,59.3,35.74,9.7,49.1,4.61,23.78,0
10.09,32.16,37.62,37.61,10.52,313.85,3.55,24.8,0
